bid,selname
5634,CALIFORNIA RANCHETTE DEV
5634,CALIFORNIA TRINITY DEV
5639,CAL AFFORDABLE
5639,CALIFORNIA AFFOR
5639,"CAL,AFFORDABLE"
5639,CALIFORNIA AFFORDABLE LIVING I
5639,CALIFORNIA AFFORDABLE LIVING
5675,COLLECTION AT VALLEY CIR LLC
5675,COLLECTION AT VALLEY CIRCLE
5675,COLLECTION AT VALLEY CIRCLE LL
5675,COLLECTION VALLEY CIRCLE LLC
5675,COLLECTRION AT VALLEY CIRCLE
5675,COLLECTION AT VALLEY CIR
5685,CAL COMUNITY BUI
5685,CAL COMMUNITY
5685,CAL COMMUNITY BL
5685,CAL COMMUNITY SE
5685,CAL COMMUNITY BU
5701,COLES & CHEIN
5701,COLES & CHIEN HE
5701,COLES/CHIEN/HEMET PARTNERS LP
5701,COLES CHIEN HEME
5701,COLES & CHIEN
5701,COLES/CHIEN/HEMET PARTERS L P
5701,COLES CHIEN
5701,COLES CHEIN HEME
5701,COLESCHIENHEMET
5702,COLE/CHEIN/HEMET
5702,"COLES,CHIEN HEME"
5702,COLES CHIEN HEME
5702,COLES CHEIN HEME
5702,"COLES,CHEIN HEME"
5703,COLES/CHIEN/HEMET PARTNERSHIP
5703,COLES CHIEN HEMET PARTNERS LP
5703,COLES CHIEN PART
5703,COLES CHIEN HEME
5703,COLE CHIEN HEMET
5703,COLES CHEIN HEME
5703,COLES/CHIEN/HEMET PARTNERS
5703,COLES/CHEIN/HEME
5703,COLEG/CHEIN/HEME
5703,COLES/CHIEN/HEMET PARTNERS LP
5703,COLES/CHIEN/HEME
5711,CALICO HOMES DEVELOPMENT LP
5711,CALICO HOMES DEV
5711,CALICO HOME DEV
5711,CALICO HOME DEVELOPMENT
5711,CALCIO HOMES DEVELOPMENT
5711,CALICO HOMES DEVELOPMENT
5729,HOUSING CONSERVATION
5729,HOUSING CONSERVATION & DEVE CO
5729,HOUSING CONSERVATION & DEV COR
5729,HOUSING CONSERVATION & DEV CO
5729,HOUSING CONSERVATION & DEVELOP
5729,HOUSING CONSERVATION & DEV
5737,NEW URBAN OSCEOLA LLC
5737,NEW URBAN COMMUNITIES CORP
5737,NEW URBAN OSCELOA LLC
5737,NEW URBAN ABACOA LLC
5737,NEW URBAN JOSCEILA LLC
5737,NEW URBAN OSCEOLA
5834,"ORTIZ,GLADYS"
5834,"ORTIZ,EDGAR & ANET"
5834,"ORTIZ,ERNESTO & MARIA G"
5834,"ORTIZ,ROBERT & ANGELA"
5834,"ORTIZ,LUIS A & PATRICIA S"
5836,COLEMAN CAL OAKS
5836,COLEMAN CAL
5836,COLEMAN CALIFORN
5836,COLEMANCAL OAKS
5836,COLEMAN CL OAKS
5836,COLEMAN CAL OAK
5867,HLDC ACQUISTION INC
5867,HLDC ACQUISTION
5867,HLDC ACQUISITION INC
5867,HLDC ACQUSITION INC
5867,HLDC ACUISTITION CORP
5867,HLDC AQUISITION CORP
5867,HLDC AQUISITION INC
5867,HLDC ACQUISITION
5867,HLDC ACQUISITION CORP
5867,HLDC ACQUISTION CORP
5867,HLDC AQUISTION CORP
5873,PGA COMMON TOWNHOMES LLC
5873,PGA COMMONS TOWNHOUSES LLC
5873,PGA COMMONS TOWNHOUSE LLC
5873,PGA COMMONS TOWNHOMES INC
5873,PGA COMMONS TOWNHOMES LLC
5873,PGA COMMONS TOWNHOME LLC
5875,CAL RESORT
5875,CAL RESORTS
5875,CAL RESORTS HASE
5875,CAL RESORTS & HA
5875,CAL RESORTS HAS
5875,CAL RESORST HASE
5882,PARKLAND LAKES/RBG XVIII LP
5882,PARKLAND TERRACES LTD
5882,PARKLAND LAKES/RBG XVII LP
5882,PARKLAND LAKES/REG XVIII LP
5882,PARKLAND LAKES
5882,PARKLAND PARTNERS
5890,CCL REALTY LTD
5890,CCL REALTY II LT
5890,CCL REALTY II LTD
5890,CCL REALTY II
5890,CCL REALTY II CA
5948,"PETERS,SANDRA"
5948,"PETERS,JOHN & HEATHER J"
5948,"PATTERSON,DONALD M & ANNETTE M"
5948,"PETERSON,JOHN & LAVERNA"
5948,"PATRICK,VIRGIE C"
5951,CHAMPAGNE PARTNE
5951,CHAMPAGNES PARTERS
5951,CHAMPAGNE ASSOC
5951,CHAMPAGNE
5951,"CHAMPAGNE,PARTNE"
5954,PUDER HOME AT THE COVE POD C
5954,PUDER HOMES AT THE GROVE POD
5954,PUDER HOMES AT THE GROVE PODC
5954,PUDER HOMES AT THE GROVE INC
5954,PUDER HOMES GROVE POD C INC
5954,PUDER HOMES AT THE GROVE POD C
5954,PUDER HOMES AT GROVE POD C INC
5954,PUDER HOMES AT GROVE INC
5954,PUDER HOMES AT THE GROVE
5993,HAMILTON PACIFIC
5993,HAMILTON PARL LLC
5993,HAMILTON FIELD ASSOC LLC
5993,"H,HAMILTON PARK LLC"
5993,HAMILTON ASSOCIATES LLC
5993,HAMILTON PARK LLC
5993,HAMILTON FIELD ASSOCIEATES LLC
5993,HAMILTON FIELD ASSOCIATES
5993,HAMILTONFIELD ASSOCIATES LLC
5993,HAMILTON PARK
5993,HAMILTON FIELD ASSOC LTD
5993,HAMILTON FIELD ASSOCIATES LLC
5994,CAMBRIDGE HOME CAPITAL LLC
5994,CAMBRIDGE HOLDINGS CORP
5994,CAMBRIDGE HOME LOANS
5994,CAMBRIDGE HOMES INC
5994,CAMBRIDGE HOMES LC
5995,CAMBRIDGE HOME CAPITAL LLC
5995,CAMBRIDGE HOME LOANS
5995,CAMBRIDGE HOMES LC
5995,CAMBRIDGE HOMES INC
5995,CAMBRIDGE HOLDINGS CORP
6001,PMBC HOMES LLC
6001,PMBC HOMES AT DEERWOOD LLC
6001,PMBC HOME AT DEERWOOD LLC
6001,PMBC HOMES AT DEERWOOD II LLC
6001,PMBC HOMES AT DEERWOOD
6055,"CONEJO,OAKS COUN"
6055,CONCOAST INV III
6055,CONEJO OAKS COUN
6055,CONCOAST INV II
6055,CONCOAST INV
6074,PRECIOUS HMS LAKES-BY-THE-BAY
6074,PRECIOUS HMS OF LAKES-BY-THE-BAY
6074,PRECIOUS HMS OF LAKES BY THE BAY
6074,PRECIOUS HMS AT LAKES OF BAY LLC
6074,PRECIOUS HMS OF LAKES/BAY LLC
6082,HERCLULES LOT OPTION LP
6082,HERCULES OVERLOOK LP
6082,HERCULES LOT OPION LP
6082,HERCULES OVERLOOP
6082,HERCULUES OVERLOOK LP
6082,HERCULES OVERLOOK L P
6082,HERCULES OVERLOOK
6082,HERCULES LOT OPTIN LP
6082,HERUCLES LOT OPTION LP
6082,HERCULES LOT OPTION LP
6097,PRESERVE AT BOCA RATON LIMITED
6097,PRESERVE AT BOCA RATON L
6097,PRESERVE BOCA RATON LTD PTSHP
6097,PRESERVE AT BOCA RATON LP
6097,PRESERVE AT BOCA RATON LTD PAR
6108,PRIDE HOME BY GARCO LLC
6108,PRIDE HMS OF LAKE OF BAY-PARCEL J LL
6108,PRIDE HMS OF LAKES/BAY-PARCEL J L
6108,PRIDE HMS OF LAKE/BAY-PARCEL J LL
6108,PRDE HMS OF LAKES/BAY-PARCEL J LL
6108,PRIDE HOMES BY GARCO LLC
6108,PRIDE HMS OF LAKES/BAY PARCEL J L
6108,PRIDE HOMES BY GARCO
6108,PRIDE HMS OF LAKES OF BAY PARCEL J L
6108,PRIDE HMS OF LAKES/PARCEL J LLC
6108,PRIDE HMS OF LAKES OF BAY-PARCEL J L
6108,PRIDE HMS OF LAKES BY THE BAY-PAR
6108,PRIDE HMS OF LAKES/BAY & PARCEL J
6109,PRIDE HOMES OF LAKES BY THE BAY-P
6109,PRIDE HMS OF LAKES/BAY-PARCEL H L
6109,PRIDE HMS OF LAKES/BAY-PARCELL H
6109,PRIDE HMS OF LAKE/BAY-PARCEL H LL
6109,PRIDE HMS OF LAKES/BAY PARCEL J L
6109,PRIDE HMS OF LAKES BY THE BAYS-PA
6109,PRIDE HMS OF LAKES BY/BAY-PARCEL
6109,PRIDE HMS LAKES OF BAY-PARCEL J L
6109,PRIDE HMS OF LAKES BY THE BAY PAR
6109,PRIDE HOMESOF LAKES OF BAY-PARCEL
6109,PRIDE HMS OF LAKES/RHE BAY-PARCEL
6109,PRIDE HOMES OF LAKES
6109,PRIDE HMS LAKES OF BAY PARCEL J L
6109,PRIDE HMS OF LAKES BY THE BAY-PAR
6109,PRIDE HMS OF LAKES/BAY-PARCEL J L
6110,PRIDE HOMES OF STONRGATE LLC
6110,PRIDE HOMES AT STONEGATE LLC
6110,PRIDE HOMES OF STONEGATE
6110,PRIDE HOMES OF STONEGATE LLC A
6110,PRIDE HOMES OF STONGEGATE LLC
6110,PRIDE HMS BY GARGO STONEGATE L
6110,PRIDE HOMES OF STONEGATE LLC
6110,"PREWITT,THOMAS"
6112,PRIDE HOMES BY GARCO LLC
6112,PRIDE HOMES BY THE GROVE LLC
6112,PRIDE HOMES BY GRACO LLC
6112,PRIDE HOMES BY GARCO LLCA
6112,PRIDE HOMES BY GARCO LLC A
6112,PRIDE HOMES BY GARCO FLORIDA
6112,PRIDE HOMES BYBGARCO LLC
6112,PRIDE HOMES BYBGARCO LLC A
6114,PRIDE HOME BY GARCO LLC
6114,PRIDE HOMES
6114,PRIDE HOMES BY GAREO LLC
6114,PRIDE HOMES BY GARCO LLC
6114,PRIDE HOMES BY GARCO
6114,PRDE HOMES BY GARCO LLC
6135,PRIME HMS OF PORTOFINO LAKES LTD
6135,PRIME HMS OF VILLA PORTOFINO WEST
6135,PRIME HMS OF PORTOFINO POINTE LTD
6135,PRIME HMS OF PORTOFINO OAKS LTD
6135,PRIME HMS OF PORTOFINO PALMS LTD
6136,PRIME HMS AT PORTOFINO BAY LTD
6136,PRIME HMS OF PORTOFINO LAKES LTD
6136,PRIME HMS OF PORTOFINO ESTATES
6136,PRIME HOMES OF PORTOFINO BAY LTD
6136,PRIME HMS OF PROTOFINO LAKES LTD
6137,CONCORDIA OXNARD INV LLC
6137,CONCORDIA OXNARD INVESTMENT
6137,CONCORDIA OXNARD IVESTMENTS
6137,CONCORDIA OXNARD INVESTMENTS L
6137,CONCORDIA OXANRD INVESTMENTS
6137,CONCORDA OXNARD INVESTMENTS
6137,CONCORDIA OXNARD INVESTMENTS C
6137,CONCORDIA OXNARD INVESTMENTS
6137,CONCORDIA OXNARD INVESTMENT LL
6142,CHIAO MEI DEV
6142,CHIAO MEI DEVELOPMENT
6142,CHAIO MEI DEVELOPMENT
6142,CHIAO ME DEVELOPMENT
6142,CHIO MEI DEVELOPMENT
6142,CHIA MEI DEVELOPMENT
6202,CENTEX HOMES OF CALIFORNIA LLC
6202,CENTEX HOMES
6202,CENTEX HOME EQUITY CORP
6202,CENTEX HOMES OF CALIFORNIA
6202,CENTEX HOMES CALIFORNIA LLC
6202,CENTEX HOMES OF CALIFORNIA JJC
6226,CANADAY & CO/SUN CITY PARTNERS
6226,CANADAY & COMPANY/SUN CITY PAR
6226,CANADAY & CO/SUN CITY
6226,CANADAY & CO
6226,CANADAY & CO/SUN CITY PART LP
6231,CENTEX INTERNATIONAL INC
6231,CENTEX REAL
6231,CENTEX REAL ESTATE CORP
6231,CENTEX INTERNATIONAL
6231,CENTEX CORP
6257,CANADAY & CO S/J PARTNERS
6257,CANADY & CO OF SJ PARTNERS
6257,CANADAY & CO OF SAN JACINTO PTRS
6257,CANADA & CO OF SJ PARTNERS
6257,CANADAY & CO OF SJ PARTNERS
6257,CANADAY & CO OF SJ PARTNER
6267,CANADAY & CO
6267,CANADAY & COI
6267,CANADY & CO
6267,CANADAY & COMPANY
6267,CANADAY & COMPAN
6277,QUANTUM DEVELOPMENTS LLC
6277,QUANTUM DEVELOPERS LLC
6277,QUANTUM DEV LLC
6277,QUANTUM DEVELOPMENT GROUP
6277,QUANTUM DEVELOPMENT LLC
6287,CENTEX HOMES CA LLC
6287,CENTEX HOMES
6287,CENTEX HOMES OF CALIFORNIA LLC
6287,CENTEX HOMES CALIFORNIA
6287,CENTEX HOMES OF CA LLC
6287,CENTEX HOMES OF CAL LLC
6347,CONDOMINIUMS OF GLENDON AVE
6347,CONDOMINIUMS GLENDON AVENUE
6347,CONDOMINIUMS GLENDON AVE INC
6347,CONDOMINIUMS OF GLENDON AVENUE
6347,CONDOMINUMS OF GLENDON AVE INC
6350,CAMDEN COUNT VEN
6350,CAMDEN COURT VEN
6350,CAMDEN CT VENTUR
6350,CAMDEN COURT
6350,CAMDEN COURT CAM
6399,INDIANA LIVE/WORL ASSOC
6399,INDIANA LIVE/WORK ASSOC
6399,INDIANA LIVE/WORK ASSOC LLC
6399,INDIANA LIVE/WORK ASSOCIATES
6399,INDINA LIVE\WORK ASSOCIATES LC
6399,INDIANA LIVE/WORK ASSN LLC
6399,INDIANA LIVE/WORL ASSOCIATES L
6412,CENTRUY HOMES
6412,CENTURYHOMES COM
6412,CENTUR HOMES COM
6412,CENTURY MONES CO
6412,CENTURY HOMES
6412,CENTURY HOMES CO
6430,CHINO TERRS
6430,CHINO TERRACES LP
6430,CHINO TERRACE
6430,CHINO TERRACES
6430,CHINO TERRACES L
6430,CHINO TERRACE LP
6430,CHINO TERRRACES
6458,JF SHEA CO/SHEA
6458,JF SHEA CO INC
6458,J.F. SHEA CO
6458,JF SHEA CO.
6458,J. F. SHEA CO.
6458,J F SHEA COMPANY
6458,J.F. SHEA COMPAN
6491,"RESILLEZ,IGNACIO & MARIA"
6491,"RESILLEZ,ROBERTO"
6491,"ROSSI,LEWIS & IVETTE G"
6491,"RUIZ,ALEX"
6491,"RUSSELL,CHARLES & MARLENE"
6495,CUNNINGHAM BARISIC DEV CORP
6495,CUNNINGHAM-BARISIC DEVELOPMENT
6495,CUNNINGHAM BARIS
6495,CUMMINGHAM-BARIS
6495,CUNNINGHAM-BARIS
6533,CANYON DEVELOPMENT INC
6533,CANYON DEVELOPMENT CO LLC
6533,CAYNON DEVELOPMENT
6533,CANYON DEVELOPMENT
6533,CANYON DEVELOPMENT COMPANY
6550,R J CONSULTING MGMT & MKTG INC
6550,R J CONSULTING MANAGEMENT &
6550,R J CONSULTING MANAGEMENT
6550,R J CONSULTING MGMT & MKTG
6550,"REGAN,SHAYNE & IVANA G"
6568,JINGELTWON HOMES INC
6568,JUNGLETON HOMES INC
6568,JINGLETOWN HOMES INC
6568,JINGLETOEN HOMES INC
6568,JINGELTOWN HOMES INC
6568,JUNGLETOWN HOMES INC
6568,JINGLETOWN HOME INC
6568,JINGLEETOWN HOMES INC
6570,CIMARRN PARTNERSHIP
6570,CIMARRON PARTNERS
6570,CIMARRON PARTNERSHIP
6570,"CIMARRON,P"
6570,CIMMARRON PARTNERSHIP
6571,CIMARRON AT THREE RINGS LLC
6571,CIMARRON AT THREE RINGS RANCH
6571,CIMARRON THREE RINGS RANCH INC
6571,CIMARRON AT THREE KINGS RANCH
6571,CIMMARON THREE RINGS RANCH LLC
6574,CIMARRON RANCH ASSOC
6574,CIMARRON RANCH A
6574,CIMARRON RANCH ASSOCIATES
6574,CIMARRON RANCH ASSOCIATES LP
6574,CIMARRON RANCH
6574,CIMMARRON RANCH
6574,CIMARON RANCH AS
6574,CIMMARON RANCH
6574,CIMAERON RANCH
6574,CIMARONN RANCH
6577,CIMARRON AT THREE RINGS RANCH
6577,CIMARRON AT VERDEMONT RANCH
6577,CIMMARRON AT VERDEMONT RANCH L
6577,CIMARRON AT VERDEMONT RANCH LL
6577,CIMMARON AT VERDEMONT RANCH
6577,CIMARRON VERDEMONT RANCH LLC
6577,CIMMARRON AT VERDEMONT RANCH
6577,CIMARRON AT VERDEMONT RANCH LC
6582,"JOHNSON,TERRY W & SANDRA J"
6582,"JOHNSON,DIANE L & MICHAEL A"
6582,"JOHNSON,PHILIP A"
6582,"JOHNSON,ROBERT P & NADINE M"
6582,"JOHNSEN,HARRY A"
6583,"JOHNSON,GRANT & LAURA"
6583,"JOHNSON,N.&L."
6583,"JOHNSON,JERRY S & GLORIA"
6583,"JOHANSON,L."
6583,"JOHNSON,D.&M."
6583,"JOHNSON,ROY L &"
6589,"JOHNSON,TR"
6589,"JOHNSON,ROBERT K"
6589,"JUNG,WAN Y"
6589,"JOHNSON,RONALD R & MICHELE R"
6589,"JOHNSON,WAYNE & JULIET L"
6599,"RODRIGUEZ,JUAN & HAYDEE P"
6599,"RODRIGUEZ,JESUS"
6599,"RODRIGUEZ,OMAR G"
6599,"RODRIGUEZ,FERNANDEZ & ANTONIETA S"
6599,"RODRIGUEZ,RAIZA"
6600,"RODRIGUEZ,FELIX & MARIA C"
6600,"RODRIGUEZ,MARIA L"
6600,"RODRIGUEZ,ANDRES"
6600,"RODRIGUEZ,AMALIA I & WILLIAM A"
6600,"RODRIGUEZ,JUAN J"
6600,"RODRIGUEZ,ALBA S"
6600,"RODRIGUEZ,FERNANDO E & MARIA E"
6600,"RODRIGUEZ,DIEGO G & KATHLEEN M"
6600,"RODRIGUEZ,JORGE P & MARIA I"
6600,"RODRIGUEZ,DAVID & ANA T"
6600,"RODRIGUEZ-VILLAMARIN,JORGE E & PATRICIA P"
6600,"RODRIGUEZ,ALFREDO J"
6601,"RODRIGUEZ,CARLOS A & ROSA M"
6601,"RODRIGUEZ,EFRAIN & LEANEL A"
6601,"RODRIGUEZ,TULLO & MARIA E"
6601,"RODRIGUEZ,EUGENIO & SIMONA"
6601,"RODRIGUEZ,MICHAEL E & RORRY"
6601,"RODRIGUEZ,MAGIN & MARIA"
6604,"RODRIGUEZ,GREGORY S & VERONICA S"
6604,"RODRIGUES,LUIZ S & TEREZINHA D"
6604,"REUTHER,JANET E"
6604,"RODRIGUEZ,SANTOS & ISIS"
6604,"RODRIGGS,JOSHUA & PATRICIA"
6604,"RODRIGUEZ,FELIPE J & LORI K"
6604,"RODRIGUEZ,JUAN & MERCEDES S"
6604,"RODRIGUEZ,JOSE C & CHERI A"
6605,"RODRIGUEZ,BENEDICTO & ELIZABETH"
6605,"RODRIGUEZ,MARIANO & EDITH"
6605,"RODRIGUEZ,GEORGE JR & VICTORIA M"
6605,"RODRIGUEZ,NATASHA C & MIGUEL"
6605,"RODRIGUEZ,GILBERTO & MERVI"
6605,"RODRIGUEZ,NOEL & NANCY"
6605,"ROTHROCK,MILTON A & VALERIE J P"
6606,"RODRIGUEZ,DIANA M"
6606,"RODRIGUEZ,FELIX J & MARIA C"
6606,"RODRIGUEZ,EDUARDO E & CATHERINE"
6606,"RODRIGUEZ,EDWIN & SYLVIA R"
6606,"RODRIGUES,ERNESTO & ELSA V"
6607,"RODRIGUEZ,MABEL"
6607,"RODRIGUEZ,OLAVO E & ASTRID"
6607,"RODRIGUEZ,LAZARO & ALEJANDRINA"
6607,"RODRIGUEZ,LARRY & JENNIFER"
6607,"RODRIGUEZ,LEMAY & DANA D"
6607,"RODRIGUEZ,RALPH & SALLY A"
6607,"RODRIGUEZ,MARY P & JIM"
6607,"RODRIGUEZ,ERIKA"
6608,"RODRIGUEZ,JOSE L & EDURNE G"
6608,"RODRIGUEZ,RACHEL"
6608,"RODRIGUEZ,CHRISTINE C & EDGAR"
6608,"RODRIGUEZ,EVELIO B"
6608,"RODRIGUEZ,LUIS"
6608,"RODRIGUEZ,ANGEL E G"
6608,"RODRIGUEZ,FRANKLIN & MARIA"
6608,"RODRIGUEZ,JOEL"
6608,"RODRIGUEZ,ALDO"
6608,"RODRIGUEZ,GERMAN E & ROCIO"
6609,"RODRIGUEZ,LUIS D"
6609,"RODRIGUEZ,RICARDO L & ARELYS M"
6609,"RODRIGUEZ,ALBA S"
6609,"RODRIGUEZ,BRENDA"
6609,"RODRIGUEZ,GUILLERMO"
6609,"RODRIGUEZ,OTHNIEL & BERTHA R"
6610,"RODRIGUEZ,MIGUEL A"
6610,"RODRIGUEZ,JOSE A & TERESA M"
6610,"RODRIGUEZ,MABEL C"
6610,"RODRIGUEZ,JOSE W & SILVIA"
6610,"RODRIGUEZ,GONZALO"
6612,"RODRIGUEZ,PEDRO"
6612,"RODRIGUEZ,JORGE E"
6612,"RODRIGUEZ,LEONARDO E"
6612,"RODRIGUEZ,HECTOR H"
6612,"RODRIGUEZ,JUAN C & PATRICIA"
6612,"RODRIGUEZ,ALFREDO J & MAGDA"
6612,"RODRIGUEZ,FRANCISCO A"
6612,"RODRIGUEZ,JOSE & INGRID"
6612,"RODRIGUEZ,NEPTALI J & FRANCIA C"
6612,"RODRIGUEZ,KATIUSKA P"
6612,"RODRIGUEZ,ANTONIO J"
6612,"RODRIGUEZ,ROBERTO R & HILDA B"
6612,"RODRIGUEZ,CLAUDIO & JESSICA"
6612,"RODRIGUEZ,ALEJANDRO & AYLING"
6612,"RODRIGUEZ,TANNY"
6615,"RODRIGUEZ,CARLOS"
6615,"RODRIGUEZ,RAUL & SILVIA"
6615,"RODRIGUEZ,VICTOR H"
6615,"RODRIGUEZ,YOSVANYS & RUTHMARY C"
6615,"RODRIGUEZ,GUSTAVO J & ESTHER M"
6615,"RODRIGUEZ,VICTOR & SOFIA"
6615,"RODRIGUEZ,ANTONIETA"
6615,"RODRIGUEZ,MIGUEL R & MARLENY"
6615,"RODRIGUEZ,ROBERTO J"
6615,"RODRIGUEZ,ERIKA"
6615,"RODRIGUEZ,RUBEN D"
6616,"RODRIGUEZ,JESUS G"
6616,"RODRIGUEZ,JOSE & ALINA"
6616,"RODRIGUEZ,RAYMOND E & AILEEN"
6616,"RODRIGUEZ,ROMAN"
6616,"RODRIGUEZ,HECTOR"
6617,"RODRIGUEZ,ROBERTO A"
6617,"RODRIGUEZ,ENRIQUE"
6617,"RODRIGUEZ-ROIG,ARMANDO & BISBETTY"
6617,"RODRIGUEZ,RONNALD"
6617,"RODRIGUEZ,JESUS R S COC"
6617,"RODRIGUEZ,MARIA D"
6617,"RODRIGUEZ-FAJARDO,SOLANGEL C"
6619,"RODRIGUEZ,JUAN C"
6619,"RODRIGUEZ,OSCAR"
6619,"RODRIGUEZ,JOSE E"
6619,"RODRIGUEZ,ILEANA"
6619,"RODRIGUEZ,LAZARO A & LUCIA"
6619,"RODRIGUEZ,KEVIN"
6625,ROYAL PROFESSIOANL BUILDERS
6625,ROYAL PROFESSIONAL BUILDERS
6625,ROYAL PROFFESIONAL BUILDERS I
6625,ROYAL PROFFESIONAL BUILDERS IN
6625,ROYAL PROFESSIONAL BUILD
6625,ROYAL PROF BUILDERS INC
6625,ROYAL PROFESSIONAL BUILDERS IN
6625,ROYAL PROFFESIONAL BUILDERS
6625,ROYAL PROFFESSIONAL BUILDERS
6625,ROYAL PROFESSIONALS BUILDERS
6719,KAUFMAN & BROAD-SOUTH BAY INC
6719,KAUFMAN & BROAD SOUTH BAY INC
6719,KAUFMAN & BROAD SOUTH BAY
6719,KAUFMAN & BROAD - SOUTH BAY
6719,KAUFMAN & BROAD INC SOUTH BAY
6719,KAUFMAN & BROAD - SOUTH BAY IN
6719,KAUFMAN & BRAOD-SOUTH BAY INC
6725,KAUFMAN & BRAOD-SOUTH BAY INC
6725,KAUFMAN BROAD SOUTH BAY INC
6725,KAUFMAN - BROAD-SOUTH BAY INC
6725,KAUFMAN & BROAD
6725,KAUFMAN & BROAD SOUTH BAY INC
6725,KAUFMAN & BROAD SOUTH BAY
6725,KAUFMAN & BROAD SOUTHBAY INC
6725,KAUFMAN & BROAD-SOUTH BAY INC
6725,KAUFMAN & BROAD - SOUTH BAY
6725,KAUFMAN & BROAD - SOUTH BAY IN
6725,KAUFMAN & BROAD-SOUTH BAY
6726,KAUFMAN & BROAD SOUTH BAY INC
6726,KAUFMAN & BROAD SOUTH BAY
6726,KAUFMAN & BROAD-SOUTH BAY INC
6726,KAUFMAN & BROAD - SOUTH BAY
6726,KAUFMAN & BRAOD-SOUTH BAY INC
6726,KAUFMAN & BROAD-SOUTH BAY
6726,KAUFMAN & BROAD -SOUTH BAY INC
6726,KAUFMAN & BROAD - SOUTH BAY IN
6726,KAUFMAN & BROAD-SOURTH BAY INC
6727,KAUFMAN & BROAD MORTGAGE CO
6727,KAUFMAN BROAD SO
6727,KAUFMAN & BROAD-SOUTH BAY INC
6727,KAUFMAN & BROAD SOUTH BAY
6727,KAUFMAN & BROAD SOUTH BAY INC
6727,KAUFMAN & BROAD-
6727,KAUFMAN & BROAD - SOUTH BAY
6727,KAUFMAN & BROAD
6735,KAUFMAN & BROAD-SOUTH BAY INC
6735,KAUFMAN BROAD SO
6735,KAUFMAN & BROAD
6735,KAUFMAN & BROAD-
6735,KAUFMAN & BROAD - SOUTH BAY
6735,"KAUFMAN,RANDALL E & KATHLEEN"
6751,KAUFMAN BROAD NO
6751,KB HOME NORTH BAY INC
6751,KAUFMAN AND BROA
6751,KAUFMAN & BROAD
6751,KAUFMAN & BORAD
6752,KAUFMAN AND BROA
6752,KAUFMAN & BROAD
6752,KAUFMAN BROAN NO
6752,KAUFMAN & BROAD OF NORTHERN CA
6752,KAUFMAN BROAD NO
6760,KAUFMAN & BROAD NORTHERN CA IN
6760,KAUFMAN & BROAD
6760,KAUFMAN & BROAD OF NORTHERN CA
6760,KAUFMAN & BROAD NORTHERN CALIF
6760,KAUFMAN BROAD NO
6765,KAUFMAN & BROAD CENTRAL VALLEY
6765,KAUFMAN & BROAD OF NORTHERN
6765,KAUFMAN & BROAD OF NORTHERN CA
6765,KAUFMAN & BROAD MORTGAGE CO
6765,KBONE INC
6772,KAUFMAN & BROAD
6772,KAUFMAN & BROAD SOUTH BAY INC
6772,KAUFMAN & BROAD CENTRAL VALLEY
6772,KBONE INC
6772,KAUFMAN & BROAD OF NORTHERN CA
6772,KAUFMAN & BOARD OF NORTHERN
6772,KAUFMAN & BROAD MORTGAGE CO
6782,KAUFMAN & BROAD-S BAY INC
6782,KAUFMAN & BROAD-SOUTH BAY INC
6782,KAUFMAN & BROAD - SOUTH BAY
6782,KAUFMAN AND BROAD-SOUTH BAY IN
6782,KAUFMAN & BROAD-SOUTH BAY
6782,KAUFMAN & BROAD SOUTH BAY INC
6782,KAUFMAN & BROAD OF SOUTHERN CA
6782,KAUFMAN & BROAD - SOUTH BAY IN
6782,KAUFMAN
6782,KAUFMAN & BROAD SOUTH BAY
6782,KAUFMAN & BROAND - SOUTH BAY
6782,KAUFMAN & BROA-SOUTH BAY INC
6788,KAUFMAN & BROAD-SOUTH BAY INC
6788,KAUFMAN & BROAD -SOUTH BAY INC
6788,KAUFMAN & BOARD-SOUTH BAY INC
6788,KAUFMAN & BROAD
6788,KAUFMAN & BROAD SOUTH BAY INC
6788,KAUFMAN & BROASD SOUTH BAY INC
6788,KAUFMAN & BROAD MONTEREY BAY
6792,KAUFMAN & BROAD SOUTH BAY INC
6792,KAUFMAN & BROAD- SOUTH BAY INC
6792,KAUFMAN & BROAD-SOUTH BAY INC
6792,KAUFMAN & BROAD - SOUTH BAY
6792,KAUFMAN & BROAD & SOUTH-BAY IN
6797,KAUFMAN & BROASD SOUTH BAY INC
6797,KAUFMAN & BROAD
6797,KAUFMAN & BROAD -SOUTH BAY INC
6797,KAUFMAN & BROAD - S BAY INC
6797,KAUFMAN & BROAD SOUTH BAY INC
6797,KAUFMAN & BROA-SOUTH BAY INC
6797,KAUFMAN & BROAD-SOUTH BAY
6797,KAUFMAN & BROAD-SOUTH BAY INC
6802,KAUFMAN & BROASD SOUTH BAY INC
6802,KAUFMAN & BROAD -SOUTH BAY INC
6802,KAUFMAN & BROAD OF SOUTHERN CA
6802,KAUFMAN & BROAD - SOUTH BAY
6802,KAUFMAN & BROAD-SOUTH BAY INC
6802,KAUFMAN & BROAD SOUTH BAY INC
6802,KAUFMAN & BROAD-SOUTH BAY
6802,KAUFMAN & BROAD SOUTH BAY
6802,KAUFMAN & BROAD - SOUTH BAY IN
6802,KAUFMAN & BRAOD -SOUTH BAY INC
6802,KAUFMAN & BROAD MONTEREY BAY
6802,KAUFMAN & BROAD
